* Measurement data measured by REW V5.19
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -20.0 dBFS  With no timing reference
* Dated: Dec 21, 2020 11:50:41 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: FD5 (R) narrow; triple L
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
361.084, 95.151, 164.917
361.450, 95.148, 164.951
361.816, 95.147, 164.974
362.183, 95.145, 164.982
362.549, 95.141, 164.983
362.915, 95.135, 164.989
363.281, 95.129, 165.008
363.647, 95.124, 165.038
364.014, 95.120, 165.073
364.380, 95.119, 165.102
364.746, 95.118, 165.120
365.112, 95.116, 165.130
365.479, 95.114, 165.135
365.845, 95.111, 165.140
366.211, 95.107, 165.144
366.577, 95.103, 165.149
366.943, 95.098, 165.157
367.310, 95.092, 165.174
367.676, 95.087, 165.199
368.042, 95.083, 165.229
368.408, 95.081, 165.255
368.774, 95.080, 165.269
369.141, 95.078, 165.267
369.507, 95.075, 165.255
369.873, 95.069, 165.243
370.239, 95.060, 165.243
370.605, 95.051, 165.261
370.972, 95.044, 165.295
371.338, 95.038, 165.339
371.704, 95.035, 165.379
372.070, 95.034, 165.409
372.437, 95.033, 165.424
372.803, 95.030, 165.432
373.169, 95.026, 165.440
373.535, 95.021, 165.458
373.901, 95.017, 165.486
374.268, 95.014, 165.516
374.634, 95.013, 165.541
375.000, 95.013, 165.553
375.366, 95.011, 165.554
375.732, 95.008, 165.548
376.099, 95.003, 165.546
376.465, 94.996, 165.554
376.831, 94.990, 165.574
377.197, 94.985, 165.601
377.563, 94.980, 165.632
377.930, 94.977, 165.659
378.296, 94.975, 165.682
378.662, 94.972, 165.701
379.028, 94.970, 165.718
379.395, 94.967, 165.735
379.761, 94.964, 165.752
380.127, 94.961, 165.767
380.493, 94.959, 165.780
380.859, 94.956, 165.790
381.226, 94.953, 165.799
381.592, 94.949, 165.810
381.958, 94.946, 165.822
382.324, 94.942, 165.835
382.690, 94.938, 165.848
383.057, 94.934, 165.863
383.423, 94.929, 165.883
383.789, 94.925, 165.909
384.155, 94.922, 165.938
384.521, 94.920, 165.961
384.888, 94.918, 165.973
385.254, 94.915, 165.976
385.620, 94.909, 165.982
385.986, 94.903, 166.001
386.353, 94.897, 166.036
386.719, 94.893, 166.079
387.085, 94.892, 166.117
387.451, 94.893, 166.139
387.817, 94.892, 166.147
388.184, 94.890, 166.150
388.550, 94.886, 166.159
388.916, 94.882, 166.179
389.282, 94.879, 166.205
389.648, 94.877, 166.231
390.015, 94.875, 166.253
390.381, 94.874, 166.272
390.747, 94.872, 166.290
391.113, 94.871, 166.307
391.479, 94.869, 166.319
391.846, 94.867, 166.326
392.212, 94.863, 166.332
392.578, 94.858, 166.345
392.944, 94.853, 166.368
393.311, 94.850, 166.398
393.677, 94.847, 166.424
394.043, 94.846, 166.440
394.409, 94.843, 166.443
394.775, 94.838, 166.444
395.142, 94.832, 166.456
395.508, 94.826, 166.485
395.874, 94.822, 166.522
396.240, 94.821, 166.555
396.606, 94.821, 166.572
396.973, 94.820, 166.572
397.339, 94.818, 166.564
397.705, 94.813, 166.562
398.071, 94.808, 166.573
398.438, 94.804, 166.596
398.804, 94.802, 166.621
399.170, 94.801, 166.639
399.536, 94.799, 166.648
399.902, 94.797, 166.657
400.269, 94.793, 166.674
400.635, 94.791, 166.700
401.001, 94.789, 166.731
401.367, 94.790, 166.756
401.733, 94.791, 166.765
402.100, 94.790, 166.762
402.466, 94.786, 166.757
402.832, 94.780, 166.764
403.198, 94.773, 166.793
403.564, 94.768, 166.838
403.931, 94.766, 166.887
404.297, 94.766, 166.923
404.663, 94.767, 166.941
405.029, 94.765, 166.946
405.396, 94.762, 166.948
405.762, 94.757, 166.958
406.128, 94.752, 166.978
406.494, 94.748, 167.003
406.860, 94.744, 167.027
407.227, 94.741, 167.048
407.593, 94.738, 167.068
407.959, 94.735, 167.089
408.325, 94.734, 167.110
408.691, 94.732, 167.125
409.058, 94.731, 167.130
409.424, 94.728, 167.130
409.790, 94.723, 167.135
410.156, 94.717, 167.156
410.522, 94.712, 167.195
410.889, 94.710, 167.241
411.255, 94.711, 167.281
411.621, 94.713, 167.303
411.987, 94.715, 167.306
412.354, 94.714, 167.302
412.720, 94.711, 167.301
413.086, 94.707, 167.309
413.452, 94.704, 167.324
413.818, 94.700, 167.339
414.185, 94.697, 167.353
414.551, 94.693, 167.365
414.917, 94.689, 167.380
415.283, 94.684, 167.398
415.649, 94.678, 167.421
416.016, 94.673, 167.450
416.382, 94.667, 167.487
416.748, 94.663, 167.535
417.114, 94.661, 167.587
417.480, 94.662, 167.635
417.847, 94.665, 167.664
418.213, 94.668, 167.670
418.579, 94.669, 167.659
418.945, 94.666, 167.647
419.312, 94.660, 167.650
419.678, 94.656, 167.671
420.044, 94.653, 167.702
420.410, 94.652, 167.728
420.776, 94.652, 167.740
421.143, 94.650, 167.740
421.509, 94.647, 167.737
421.875, 94.641, 167.744
422.241, 94.635, 167.768
422.607, 94.630, 167.804
422.974, 94.627, 167.843
423.340, 94.626, 167.876
423.706, 94.626, 167.898
424.072, 94.625, 167.909
424.438, 94.622, 167.917
424.805, 94.619, 167.930
425.171, 94.615, 167.956
425.537, 94.612, 167.990
425.903, 94.612, 168.021
426.270, 94.614, 168.037
426.636, 94.616, 168.033
427.002, 94.614, 168.017
427.368, 94.610, 168.009
427.734, 94.604, 168.022
428.101, 94.600, 168.057
428.467, 94.601, 168.092
428.833, 94.605, 168.105
429.199, 94.608, 168.083
429.565, 94.607, 168.040
429.932, 94.598, 168.008
430.298, 94.587, 168.015
430.664, 94.576, 168.068
431.030, 94.571, 168.145
431.396, 94.573, 168.215
431.763, 94.577, 168.254
432.129, 94.580, 168.261
432.495, 94.579, 168.256
432.861, 94.574, 168.262
433.228, 94.568, 168.293
433.594, 94.563, 168.345
433.960, 94.562, 168.401
434.326, 94.564, 168.444
434.692, 94.567, 168.466
435.059, 94.567, 168.467
435.425, 94.565, 168.462
435.791, 94.559, 168.466
436.157, 94.552, 168.491
436.523, 94.546, 168.539
436.890, 94.545, 168.595
437.256, 94.547, 168.638
437.622, 94.550, 168.652
437.988, 94.552, 168.637
438.354, 94.548, 168.614
438.721, 94.540, 168.611
439.087, 94.531, 168.645
439.453, 94.527, 168.705
439.819, 94.528, 168.764
440.186, 94.534, 168.790
440.552, 94.538, 168.777
440.918, 94.537, 168.743
441.284, 94.530, 168.720
441.650, 94.521, 168.728
442.017, 94.514, 168.765
442.383, 94.511, 168.809
442.749, 94.509, 168.843
443.115, 94.508, 168.862
443.481, 94.505, 168.878
443.848, 94.500, 168.906
444.214, 94.497, 168.948
444.580, 94.497, 168.990
444.946, 94.499, 169.017
445.312, 94.500, 169.026
445.679, 94.499, 169.026
446.045, 94.496, 169.032
446.411, 94.492, 169.052
446.777, 94.491, 169.079
447.144, 94.490, 169.102
447.510, 94.490, 169.114
447.876, 94.489, 169.119
448.242, 94.487, 169.127
448.608, 94.484, 169.143
448.975, 94.482, 169.163
449.341, 94.481, 169.179
449.707, 94.479, 169.186
450.073, 94.475, 169.192
450.439, 94.469, 169.209
450.806, 94.464, 169.245
451.172, 94.460, 169.297
451.538, 94.459, 169.350
451.904, 94.461, 169.391
452.271, 94.463, 169.416
452.637, 94.463, 169.429
453.003, 94.462, 169.443
453.369, 94.460, 169.463
453.735, 94.459, 169.486
454.102, 94.459, 169.503
454.468, 94.459, 169.508
454.834, 94.458, 169.503
455.200, 94.455, 169.494
455.566, 94.449, 169.493
455.933, 94.442, 169.508
456.299, 94.437, 169.539
456.665, 94.433, 169.579
457.031, 94.432, 169.616
457.397, 94.434, 169.640
457.764, 94.435, 169.645
458.130, 94.434, 169.636
458.496, 94.430, 169.625
458.862, 94.424, 169.627
459.229, 94.417, 169.651
459.595, 94.412, 169.696
459.961, 94.410, 169.747
460.327, 94.411, 169.787
460.693, 94.413, 169.808
461.060, 94.413, 169.815
461.426, 94.411, 169.821
461.792, 94.406, 169.842
462.158, 94.403, 169.882
462.524, 94.403, 169.930
462.891, 94.405, 169.970
463.257, 94.409, 169.990
463.623, 94.411, 169.988
463.989, 94.411, 169.976
464.355, 94.407, 169.967
464.722, 94.402, 169.971
465.088, 94.397, 169.991
465.454, 94.392, 170.021
465.820, 94.389, 170.054
466.187, 94.387, 170.087
466.553, 94.386, 170.114
466.919, 94.385, 170.137
467.285, 94.384, 170.156
467.651, 94.382, 170.176
468.018, 94.381, 170.198
468.384, 94.380, 170.223
468.750, 94.380, 170.246
469.116, 94.380, 170.260
469.482, 94.380, 170.265
469.849, 94.379, 170.264
470.215, 94.375, 170.266
470.581, 94.371, 170.279
470.947, 94.367, 170.304
471.313, 94.363, 170.338
471.680, 94.361, 170.373
472.046, 94.360, 170.406
472.412, 94.360, 170.436
472.778, 94.360, 170.462
473.145, 94.361, 170.480
473.511, 94.361, 170.491
473.877, 94.360, 170.496
474.243, 94.357, 170.502
474.609, 94.353, 170.516
474.976, 94.349, 170.539
475.342, 94.346, 170.565
475.708, 94.344, 170.589
476.074, 94.341, 170.607
476.440, 94.337, 170.624
476.807, 94.333, 170.651
477.173, 94.329, 170.689
477.539, 94.327, 170.733
477.905, 94.328, 170.770
478.271, 94.329, 170.791
478.638, 94.330, 170.796
479.004, 94.329, 170.794
479.370, 94.326, 170.794
479.736, 94.321, 170.804
480.103, 94.316, 170.825
480.469, 94.311, 170.856
480.835, 94.308, 170.894
481.201, 94.306, 170.933
481.567, 94.307, 170.965
481.934, 94.308, 170.982
482.300, 94.308, 170.984
482.666, 94.305, 170.980
483.032, 94.300, 170.987
483.398, 94.296, 171.014
483.765, 94.293, 171.055
484.131, 94.294, 171.092
484.497, 94.297, 171.109
484.863, 94.299, 171.101
485.229, 94.297, 171.080
485.596, 94.292, 171.066
485.962, 94.285, 171.073
486.328, 94.278, 171.103
486.694, 94.273, 171.149
487.061, 94.272, 171.199
487.427, 94.272, 171.245
487.793, 94.274, 171.282
488.159, 94.278, 171.305
488.525, 94.280, 171.311
488.892, 94.281, 171.304
489.258, 94.279, 171.295
489.624, 94.273, 171.301
489.990, 94.268, 171.331
490.356, 94.265, 171.379
490.723, 94.265, 171.426
491.089, 94.268, 171.454
491.455, 94.270, 171.459
491.821, 94.268, 171.451
492.188, 94.264, 171.447
492.554, 94.258, 171.460
492.920, 94.252, 171.490
493.286, 94.248, 171.527
493.652, 94.245, 171.564
494.019, 94.243, 171.597
494.385, 94.242, 171.627
494.751, 94.242, 171.653
495.117, 94.242, 171.670
495.483, 94.242, 171.675
495.850, 94.240, 171.670
496.216, 94.237, 171.663
496.582, 94.231, 171.665
496.948, 94.225, 171.683
497.314, 94.220, 171.712
497.681, 94.217, 171.742
498.047, 94.214, 171.767
498.413, 94.211, 171.791
498.779, 94.208, 171.820
499.146, 94.205, 171.858
499.512, 94.205, 171.900
499.878, 94.206, 171.934
500.244, 94.208, 171.953
500.610, 94.209, 171.958
500.977, 94.208, 171.957
501.343, 94.205, 171.959
501.709, 94.201, 171.968
502.075, 94.196, 171.983
502.441, 94.191, 172.005
502.808, 94.187, 172.035
503.174, 94.183, 172.077
503.540, 94.182, 172.123
503.906, 94.184, 172.160
504.272, 94.187, 172.174
504.639, 94.188, 172.161
505.005, 94.185, 172.137
505.371, 94.177, 172.127
505.737, 94.167, 172.151
506.104, 94.159, 172.208
506.470, 94.156, 172.279
506.836, 94.158, 172.340
507.202, 94.161, 172.376
507.568, 94.164, 172.390
507.935, 94.164, 172.395
508.301, 94.162, 172.404
508.667, 94.159, 172.424
509.033, 94.156, 172.454
509.399, 94.155, 172.489
509.766, 94.155, 172.522
510.132, 94.156, 172.549
510.498, 94.158, 172.562
510.864, 94.159, 172.558
511.230, 94.157, 172.543
511.597, 94.152, 172.530
511.963, 94.144, 172.535
512.329, 94.136, 172.564
512.695, 94.130, 172.612
513.062, 94.128, 172.662
513.428, 94.128, 172.700
513.794, 94.129, 172.724
514.160, 94.129, 172.738
514.526, 94.129, 172.748
514.893, 94.128, 172.757
515.259, 94.127, 172.761
515.625, 94.125, 172.761
515.991, 94.121, 172.764
516.357, 94.116, 172.779
516.724, 94.112, 172.811
517.090, 94.110, 172.853
517.456, 94.110, 172.891
517.822, 94.112, 172.913
518.188, 94.112, 172.921
518.555, 94.110, 172.927
518.921, 94.106, 172.947
519.287, 94.102, 172.984
519.653, 94.101, 173.028
520.020, 94.102, 173.063
520.386, 94.104, 173.080
520.752, 94.103, 173.084
521.118, 94.101, 173.087
521.484, 94.096, 173.101
521.851, 94.092, 173.127
522.217, 94.090, 173.154
522.583, 94.089, 173.174
522.949, 94.086, 173.183
523.315, 94.082, 173.190
523.682, 94.076, 173.210
524.048, 94.070, 173.247
524.414, 94.067, 173.296
524.780, 94.067, 173.342
525.146, 94.069, 173.371
525.513, 94.070, 173.379
525.879, 94.069, 173.377
526.245, 94.065, 173.380
526.611, 94.060, 173.401
526.978, 94.056, 173.437
527.344, 94.055, 173.477
527.710, 94.056, 173.509
528.076, 94.057, 173.528
528.442, 94.056, 173.539
528.809, 94.054, 173.555
529.175, 94.051, 173.582
529.541, 94.050, 173.617
529.907, 94.052, 173.646
530.273, 94.054, 173.660
530.640, 94.055, 173.655
531.006, 94.053, 173.642
531.372, 94.049, 173.637
531.738, 94.042, 173.651
532.104, 94.037, 173.685
532.471, 94.034, 173.728
532.837, 94.034, 173.766
533.203, 94.035, 173.790
533.569, 94.035, 173.800
533.936, 94.034, 173.805
534.302, 94.032, 173.813
534.668, 94.028, 173.831
535.034, 94.026, 173.856
535.400, 94.025, 173.882
535.767, 94.025, 173.901
536.133, 94.024, 173.912
536.499, 94.023, 173.915
536.865, 94.019, 173.919
537.231, 94.014, 173.931
537.598, 94.009, 173.956
537.964, 94.004, 173.995
538.330, 94.001, 174.042
538.696, 94.000, 174.089
539.062, 94.000, 174.129
539.429, 94.002, 174.160
539.795, 94.003, 174.184
540.161, 94.003, 174.206
540.527, 94.004, 174.224
540.894, 94.005, 174.237
541.260, 94.005, 174.241
541.626, 94.004, 174.241
541.992, 94.000, 174.245
542.358, 93.995, 174.264
542.725, 93.991, 174.304
543.091, 93.990, 174.354
543.457, 93.992, 174.396
543.823, 93.996, 174.414
544.189, 93.998, 174.407
544.556, 93.996, 174.390
544.922, 93.990, 174.388
545.288, 93.982, 174.417
545.654, 93.977, 174.473
546.021, 93.976, 174.536
546.387, 93.979, 174.583
546.753, 93.982, 174.605
547.119, 93.984, 174.606
547.485, 93.982, 174.605
547.852, 93.978, 174.615
548.218, 93.974, 174.640
548.584, 93.972, 174.673
548.950, 93.971, 174.703
549.316, 93.970, 174.727
549.683, 93.970, 174.744
550.049, 93.969, 174.759
550.415, 93.968, 174.772
550.781, 93.966, 174.781
551.147, 93.964, 174.789
551.514, 93.961, 174.798
551.880, 93.957, 174.817
552.246, 93.953, 174.846
552.612, 93.952, 174.881
552.979, 93.952, 174.912
553.345, 93.953, 174.930
553.711, 93.953, 174.935
554.077, 93.951, 174.936
554.443, 93.948, 174.943
554.810, 93.943, 174.963
555.176, 93.939, 174.995
555.542, 93.937, 175.033
555.908, 93.936, 175.069
556.274, 93.936, 175.098
556.641, 93.937, 175.120
557.007, 93.937, 175.136
557.373, 93.936, 175.147
557.739, 93.934, 175.157
558.105, 93.931, 175.172
558.472, 93.927, 175.195
558.838, 93.925, 175.227
559.204, 93.923, 175.264
559.570, 93.924, 175.296
559.937, 93.926, 175.314
560.303, 93.927, 175.317
560.669, 93.925, 175.315
561.035, 93.922, 175.318
561.401, 93.917, 175.336
561.768, 93.913, 175.367
562.134, 93.911, 175.404
562.500, 93.910, 175.440
562.866, 93.910, 175.472
563.232, 93.909, 175.505
563.599, 93.909, 175.540
563.965, 93.910, 175.576
564.331, 93.913, 175.603
564.697, 93.916, 175.614
565.063, 93.918, 175.609
565.430, 93.916, 175.602
565.796, 93.911, 175.607
566.162, 93.906, 175.632
566.528, 93.903, 175.670
566.895, 93.903, 175.707
567.261, 93.903, 175.731
567.627, 93.903, 175.741
567.993, 93.900, 175.750
568.359, 93.896, 175.769
568.726, 93.893, 175.801
569.092, 93.891, 175.836
569.458, 93.891, 175.865
569.824, 93.890, 175.884
570.190, 93.888, 175.902
570.557, 93.885, 175.927
570.923, 93.883, 175.962
571.289, 93.883, 175.999
571.655, 93.884, 176.027
572.021, 93.886, 176.042
572.388, 93.885, 176.048
572.754, 93.883, 176.057
573.120, 93.881, 176.077
573.486, 93.879, 176.104
573.853, 93.878, 176.131
574.219, 93.878, 176.154
574.585, 93.877, 176.174
574.951, 93.876, 176.198
575.317, 93.875, 176.227
575.684, 93.875, 176.257
576.050, 93.877, 176.278
576.416, 93.878, 176.285
576.782, 93.878, 176.285
577.148, 93.875, 176.289
577.515, 93.872, 176.303
577.881, 93.869, 176.327
578.247, 93.868, 176.349
578.613, 93.866, 176.362
578.979, 93.864, 176.368
579.346, 93.859, 176.381
579.712, 93.853, 176.409
580.078, 93.849, 176.455
580.444, 93.848, 176.505
580.811, 93.849, 176.547
581.177, 93.851, 176.572
581.543, 93.851, 176.587
581.909, 93.850, 176.601
582.275, 93.849, 176.622
582.642, 93.849, 176.646
583.008, 93.850, 176.664
583.374, 93.850, 176.672
583.740, 93.849, 176.672
584.106, 93.846, 176.679
584.473, 93.841, 176.703
584.839, 93.839, 176.744
585.205, 93.839, 176.787
585.571, 93.842, 176.818
585.938, 93.845, 176.825
586.304, 93.846, 176.817
586.670, 93.843, 176.810
587.036, 93.838, 176.819
587.402, 93.833, 176.850
587.769, 93.831, 176.890
588.135, 93.831, 176.926
588.501, 93.831, 176.948
588.867, 93.831, 176.958
589.233, 93.828, 176.970
589.600, 93.824, 176.996
589.966, 93.820, 177.036
590.332, 93.819, 177.081
590.698, 93.821, 177.118
591.064, 93.822, 177.137
591.431, 93.821, 177.146
591.797, 93.818, 177.158
592.163, 93.814, 177.188
592.529, 93.812, 177.234
592.896, 93.812, 177.285
593.262, 93.816, 177.322
593.628, 93.820, 177.333
593.994, 93.822, 177.324
594.360, 93.820, 177.313
594.727, 93.816, 177.317
595.093, 93.811, 177.343
595.459, 93.809, 177.382
595.825, 93.809, 177.418
596.191, 93.811, 177.439
596.558, 93.811, 177.447
596.924, 93.810, 177.454
597.290, 93.807, 177.469
597.656, 93.805, 177.494
598.022, 93.804, 177.523
598.389, 93.803, 177.548
598.755, 93.803, 177.568
599.121, 93.802, 177.588
599.487, 93.802, 177.611
599.854, 93.802, 177.634
600.220, 93.802, 177.650
600.586, 93.802, 177.656
600.952, 93.800, 177.658
601.318, 93.796, 177.670
601.685, 93.791, 177.703
602.051, 93.788, 177.754
602.417, 93.789, 177.804
602.783, 93.793, 177.836
603.149, 93.796, 177.841
603.516, 93.797, 177.830
603.882, 93.793, 177.823
604.248, 93.787, 177.838
604.614, 93.782, 177.877
604.980, 93.780, 177.929
605.347, 93.781, 177.977
605.713, 93.785, 178.010
606.079, 93.788, 178.025
606.445, 93.791, 178.027
606.812, 93.791, 178.025
607.178, 93.789, 178.025
607.544, 93.786, 178.034
607.910, 93.782, 178.054
608.276, 93.779, 178.085
608.643, 93.777, 178.124
609.009, 93.777, 178.164
609.375, 93.778, 178.199
609.741, 93.779, 178.227
610.107, 93.780, 178.249
610.474, 93.781, 178.269
610.840, 93.781, 178.289
611.206, 93.781, 178.312
611.572, 93.781, 178.335
611.938, 93.782, 178.356
612.305, 93.782, 178.372
612.671, 93.783, 178.384
613.037, 93.783, 178.390
613.403, 93.782, 178.394
613.770, 93.779, 178.401
614.136, 93.776, 178.414
614.502, 93.772, 178.438
614.868, 93.770, 178.471
615.234, 93.769, 178.505
615.601, 93.769, 178.536
615.967, 93.769, 178.559
616.333, 93.768, 178.578
616.699, 93.766, 178.599
617.065, 93.765, 178.628
617.432, 93.763, 178.663
617.798, 93.763, 178.700
618.164, 93.764, 178.732
618.530, 93.765, 178.757
618.896, 93.765, 178.778
619.263, 93.765, 178.801
619.629, 93.764, 178.829
619.995, 93.764, 178.858
620.361, 93.765, 178.883
620.728, 93.766, 178.900
621.094, 93.765, 178.912
621.460, 93.763, 178.928
621.826, 93.760, 178.956
622.192, 93.759, 178.994
622.559, 93.760, 179.032
622.925, 93.763, 179.056
623.291, 93.765, 179.061
623.657, 93.765, 179.054
624.023, 93.762, 179.052
624.390, 93.758, 179.068
624.756, 93.754, 179.104
625.122, 93.754, 179.148
625.488, 93.756, 179.183
625.854, 93.759, 179.202
626.221, 93.761, 179.205
626.587, 93.761, 179.205
626.953, 93.760, 179.211
627.319, 93.757, 179.228
627.686, 93.756, 179.252
628.052, 93.755, 179.277
628.418, 93.754, 179.300
628.784, 93.753, 179.323
629.150, 93.752, 179.348
629.517, 93.750, 179.377
629.883, 93.749, 179.410
630.249, 93.748, 179.446
630.615, 93.748, 179.483
630.981, 93.749, 179.518
631.348, 93.751, 179.547
631.714, 93.753, 179.566
632.080, 93.754, 179.575
632.446, 93.753, 179.581
632.812, 93.751, 179.592
633.179, 93.748, 179.616
633.545, 93.746, 179.653
633.911, 93.746, 179.694
634.277, 93.749, 179.725
634.644, 93.752, 179.740
635.010, 93.755, 179.741
635.376, 93.755, 179.739
635.742, 93.753, 179.744
636.108, 93.751, 179.761
636.475, 93.751, 179.783
636.841, 93.751, 179.804
637.207, 93.751, 179.819
637.573, 93.751, 179.833
637.939, 93.749, 179.853
638.306, 93.747, 179.884
638.672, 93.747, 179.921
639.038, 93.748, 179.955
639.404, 93.750, 179.979
639.771, 93.751, 179.996
640.137, 93.749, -179.985
640.503, 93.748, -179.957
640.869, 93.747, -179.917
641.235, 93.748, -179.875
641.602, 93.750, -179.845
641.968, 93.753, -179.830
642.334, 93.753, -179.826
642.700, 93.751, -179.818
643.066, 93.748, -179.796
643.433, 93.746, -179.761
643.799, 93.746, -179.724
644.165, 93.747, -179.698
644.531, 93.749, -179.688
644.897, 93.748, -179.683
645.264, 93.745, -179.670
645.630, 93.741, -179.641
645.996, 93.740, -179.599
646.362, 93.741, -179.558
646.729, 93.744, -179.530
647.095, 93.747, -179.520
647.461, 93.747, -179.520
647.827, 93.746, -179.517
648.193, 93.743, -179.504
648.560, 93.741, -179.478
648.926, 93.740, -179.447
649.292, 93.740, -179.419
649.658, 93.741, -179.397
650.024, 93.741, -179.381
650.391, 93.742, -179.370
650.757, 93.741, -179.359
651.123, 93.740, -179.347
651.489, 93.738, -179.330
651.855, 93.735, -179.304
652.222, 93.734, -179.269
652.588, 93.734, -179.228
652.954, 93.736, -179.191
653.320, 93.740, -179.167
653.687, 93.744, -179.160
654.053, 93.745, -179.166
654.419, 93.744, -179.171
654.785, 93.740, -179.163
655.151, 93.736, -179.135
655.518, 93.734, -179.090
655.884, 93.734, -179.042
656.250, 93.737, -179.003
656.616, 93.740, -178.980
656.982, 93.741, -178.969
657.349, 93.741, -178.959
657.715, 93.739, -178.940
658.081, 93.738, -178.911
658.447, 93.737, -178.879
658.813, 93.739, -178.851
659.180, 93.740, -178.834
659.546, 93.740, -178.825
659.912, 93.738, -178.817
660.278, 93.735, -178.799
660.645, 93.733, -178.771
661.011, 93.732, -178.736
661.377, 93.732, -178.703
661.743, 93.734, -178.679
662.109, 93.735, -178.665
662.476, 93.735, -178.657
662.842, 93.734, -178.647
663.208, 93.732, -178.629
663.574, 93.730, -178.603
663.940, 93.730, -178.569
664.307, 93.731, -178.535
664.673, 93.733, -178.507
665.039, 93.735, -178.489
665.405, 93.736, -178.480
665.771, 93.736, -178.472
666.138, 93.734, -178.457
666.504, 93.731, -178.429
666.870, 93.730, -178.389
667.236, 93.730, -178.347
667.603, 93.732, -178.311
667.969, 93.735, -178.288
668.335, 93.736, -178.276
668.701, 93.735, -178.266
669.067, 93.733, -178.251
669.434, 93.730, -178.225
669.800, 93.728, -178.191
670.166, 93.727, -178.152
670.532, 93.727, -178.113
670.898, 93.728, -178.078
671.265, 93.729, -178.049
671.631, 93.731, -178.025
671.997, 93.733, -178.007
672.363, 93.735, -177.995
672.729, 93.735, -177.987
673.096, 93.736, -177.978
673.462, 93.735, -177.969
673.828, 93.735, -177.957
674.194, 93.734, -177.944
674.561, 93.733, -177.929
